transaction_id,date,pharmacy_id,pharmacy_name,area,drug_name,category,quantity,unit_price_inr,total_inr,otc_or_rx
TXN000026,2025-07-01,PH009,Malad City Chemist,Malad,Clorap S Ointment,Dermatological,2,6.22,12.44,OTC
TXN000027,2025-07-01,PH010,Vile Parle Generic Aid,Vile Parle,Endopride PG 2mg/500mg/15mg Tablet SR,Antidiabetic,1,5.47,5.47,Rx
TXN000028,2025-07-01,PH010,Vile Parle Generic Aid,Vile Parle,PAINE 50MG CAPSULE,Analgesic,2,5.51,11.02,OTC
TXN000029,2025-07-01,PH006,Borivali Apollo Pharmacy,Borivali,Zecita Plus 10 Tablet,Neurological,4,9.76,39.04,Rx
TXN000030,2025-07-01,PH001,Andheri MedPlus,Andheri,Cotrip-H Tablet,Neurological,5,3.59,17.95,Rx
TXN000031,2025-07-01,PH008,Goregaon Apollo Pharmacy,Goregaon,MD Fast 10mg Tablet,Neurological,2,8.54,17.08,Rx
TXN000032,2025-07-01,PH008,Goregaon Apollo Pharmacy,Goregaon,Thyrocare 50mcg Tablet,Hormonal,4,0.95,3.8,Rx
TXN000033,2025-07-01,PH012,Worli Generic Aid,Worli,Betarun 50mg Tablet XL,Cardiovascular,1,5.77,5.77,Rx
TXN000034,2025-07-01,PH007,Thane City Chemist,Thane,Ramveda-H 2.5mg/12.5mg Tablet,Cardiovascular,5,6.0,30.0,Rx
TXN000035,2025-07-01,PH005,Chembur MedPlus,Chembur,Metforise 500mg Tablet,Antidiabetic,2,2.16,4.32,Rx
TXN000036,2025-07-01,PH003,Dadar MedPlus,Dadar,Parapet 50mg/500mg Tablet,Analgesic,1,1.94,1.94,OTC
TXN000037,2025-07-01,PH012,Worli Generic Aid,Worli,Thyromed 100mcg Tablet,Hormonal,2,1.32,2.64,Rx
TXN000038,2025-07-01,PH012,Worli Generic Aid,Worli,Pioplus 2 Tablet SR,Antidiabetic,1,5.8,5.8,Rx
TXN000039,2025-07-02,PH012,Worli Generic Aid,Worli,Solubin C Eye Drop,Dermatological,2,2.61,5.22,OTC
TXN000040,2025-07-02,PH010,Vile Parle Generic Aid,Vile Parle,Invog 0.3mg Tablet,Antidiabetic,4,9.84,39.36,Rx
TXN000041,2025-07-02,PH001,Andheri MedPlus,Andheri,Ibinide 200 Nexcap,Respiratory,3,5.88,17.64,OTC
TXN000042,2025-07-02,PH008,Goregaon Apollo Pharmacy,Goregaon,Euthyrox 100 Tablet,Hormonal,5,1.51,7.55,Rx
TXN000043,2025-07-02,PH003,Dadar MedPlus,Dadar,Thyrocare 50mcg Tablet,Hormonal,5,1.05,5.25,Rx
TXN000044,2025-07-02,PH001,Andheri MedPlus,Andheri,Formonide 400 Novocart,Respiratory,2,5.23,10.46,OTC
TXN000045,2025-07-02,PH005,Chembur MedPlus,Chembur,Tcoglob 5mg Capsule,Dermatological,2,164.44,328.88,OTC
TXN000046,2025-07-02,PH012,Worli Generic Aid,Worli,Tusnov-L Syrup,Respiratory,2,0.98,1.96,OTC
TXN000047,2025-07-02,PH001,Andheri MedPlus,Andheri,Glipsov M 20/500 Tablet SR,Antidiabetic,1,15.47,15.47,Rx
TXN000048,2025-07-02,PH008,Goregaon Apollo Pharmacy,Goregaon,Voxquin OZ 250mg/500mg Tablet,Antibiotic,3,9.17,27.51,Rx
TXN000049,2025-07-02,PH003,Dadar MedPlus,Dadar,ONA 0.25mg Tablet MD,Neurological,3,1.43,4.29,Rx
TXN000050,2025-07-02,PH002,Bandra Apollo Pharmacy,Bandra,Xerofung-C Dusting Powder,Dermatological,1,2.96,2.96,OTC
TXN000051,2025-07-02,PH005,Chembur MedPlus,Chembur,Glimitoss M 2mg/500mg Tablet SR,Antidiabetic,3,6.04,18.12,Rx
TXN000052,2025-07-02,PH003,Dadar MedPlus,Dadar,L-Thyro 75 Tablet,Hormonal,5,1.29,6.45,Rx
TXN000053,2025-07-02,PH005,Chembur MedPlus,Chembur,Gimi 2mg Tablet,Antidiabetic,3,5.92,17.76,Rx
TXN000054,2025-07-02,PH005,Chembur MedPlus,Chembur,Ubadol-SP Tablet,Analgesic,5,10.83,54.15,OTC
TXN000055,2025-07-02,PH012,Worli Generic Aid,Worli,Popucef 500mg Tablet,Antibiotic,3,48.38,145.14,Rx
TXN000056,2025-07-02,PH010,Vile Parle Generic Aid,Vile Parle,Livazin Tablet,Antihistamine,4,4.13,16.52,OTC
TXN000057,2025-07-02,PH010,Vile Parle Generic Aid,Vile Parle,Vinoferon-S 5 Injection,Supplement,4,50.2,200.8,Rx
TXN000058,2025-07-02,PH003,Dadar MedPlus,Dadar,Formonide 100 Inhaler,Respiratory,3,2.3,6.9,OTC
TXN000059,2025-07-02,PH008,Goregaon Apollo Pharmacy,Goregaon,Telsicap H 40mg/12.5mg Tablet,Cardiovascular,4,9.74,38.96,Rx
TXN000060,2025-07-02,PH003,Dadar MedPlus,Dadar,Invog 0.3mg Tablet,Antidiabetic,3,9.37,28.11,Rx
TXN000061,2025-07-02,PH012,Worli Generic Aid,Worli,Glimwik M 2mg/500mg Tablet,Antidiabetic,1,9.07,9.07,Rx
TXN000062,2025-07-02,PH008,Goregaon Apollo Pharmacy,Goregaon,Livozy 10mg Tablet,Antihistamine,1,5.8,5.8,OTC
TXN000063,2025-07-03,PH009,Malad City Chemist,Malad,Acondec S 50mg/10mg Tablet,Analgesic,5,4.88,24.4,OTC
TXN000064,2025-07-03,PH006,Borivali Apollo Pharmacy,Borivali,Azibey 500mg Tablet,Antibiotic,2,16.2,32.4,Rx
TXN000065,2025-07-03,PH003,Dadar MedPlus,Dadar,Thyrox 12.5 Tablet,Hormonal,3,1.7,5.1,Rx
TXN000066,2025-07-03,PH003,Dadar MedPlus,Dadar,Momeflo Nasal Spray,Dermatological,5,39.11,195.55,OTC
TXN000067,2025-07-03,PH008,Goregaon Apollo Pharmacy,Goregaon,Torget Plus 10 Tablet,Supplement,5,11.5,57.5,OTC
TXN000068,2025-07-03,PH007,Thane City Chemist,Thane,Dyferol 100mg Injection,Supplement,5,265.81,1329.05,Rx
TXN000069,2025-07-03,PH007,Thane City Chemist,Thane,Insu-GM (ER) Tablet,Antidiabetic,1,9.28,9.28,Rx
TXN000070,2025-07-03,PH011,Kurla MedPlus,Kurla,Drabe D 30mg/20mg Capsule SR,Gastrointestinal,4,8.65,34.6,OTC
TXN000071,2025-07-03,PH012,Worli Generic Aid,Worli,Alrocuf LS Syrup,Respiratory,1,0.73,0.73,OTC
TXN000072,2025-07-03,PH003,Dadar MedPlus,Dadar,Eolist M 5mg/10mg Tablet,Antihistamine,5,9.51,47.55,OTC
TXN000073,2025-07-03,PH010,Vile Parle Generic Aid,Vile Parle,Hibone-D Oral Drops,Supplement,2,3.23,6.46,OTC
TXN000074,2025-07-03,PH006,Borivali Apollo Pharmacy,Borivali,PAINE 50MG CAPSULE,Analgesic,3,5.69,17.07,OTC
TXN000075,2025-07-03,PH011,Kurla MedPlus,Kurla,Voglimin-GM 1 Tablet SR,Antidiabetic,3,10.1,30.3,Rx
TXN000076,2025-07-03,PH002,Bandra Apollo Pharmacy,Bandra,Flagapar Infusion,Analgesic,4,5.19,20.76,OTC
TXN000077,2025-07-03,PH003,Dadar MedPlus,Dadar,Temaz 20mg Capsule,Gastrointestinal,3,4.1,12.3,OTC
TXN000078,2025-07-03,PH007,Thane City Chemist,Thane,Gabapoint NT 400mg/10mg Tablet,Neurological,3,27.71,83.13,Rx
TXN000079,2025-07-03,PH005,Chembur MedPlus,Chembur,Gabapoint NT 400mg/10mg Tablet,Neurological,1,29.57,29.57,Rx
TXN000080,2025-07-03,PH012,Worli Generic Aid,Worli,Torget Plus 10 Tablet,Supplement,4,11.95,47.8,OTC
TXN000081,2025-07-03,PH009,Malad City Chemist,Malad,Monago-L Tablet,Antihistamine,4,5.79,23.16,OTC
TXN000082,2025-07-03,PH007,Thane City Chemist,Thane,Foracort Inhaler 200,Respiratory,1,3.59,3.59,OTC
TXN000083,2025-07-03,PH012,Worli Generic Aid,Worli,Telsaan 20mg Tablet,Cardiovascular,4,3.57,14.28,Rx
TXN000084,2025-07-03,PH008,Goregaon Apollo Pharmacy,Goregaon,Olglimide 2mg Tablet,Antidiabetic,1,3.32,3.32,Rx
TXN000085,2025-07-03,PH003,Dadar MedPlus,Dadar,Cyrator 20mg Tablet,Neurological,3,12.68,38.04,Rx
TXN000086,2025-07-03,PH007,Thane City Chemist,Thane,Fenace 125mg Oral Suspension,Analgesic,1,0.58,0.58,OTC
TXN000087,2025-07-03,PH005,Chembur MedPlus,Chembur,Clorap S Ointment,Dermatological,1,6.64,6.64,OTC
TXN000088,2025-07-03,PH008,Goregaon Apollo Pharmacy,Goregaon,Lodens 20mg Tablet,Cardiovascular,4,8.57,34.28,Rx
TXN000089,2025-07-03,PH011,Kurla MedPlus,Kurla,Rosca 20mg Tablet,Cardiovascular,1,15.05,15.05,Rx
TXN000090,2025-07-03,PH009,Malad City Chemist,Malad,Foracort Inhaler 200,Respiratory,2,3.4,6.8,OTC
TXN000091,2025-07-03,PH001,Andheri MedPlus,Andheri,Ozzymycin 500mg Tablet,Antibiotic,5,25.36,126.8,Rx
TXN000092,2025-07-03,PH009,Malad City Chemist,Malad,Alrocuf LS Syrup,Respiratory,1,0.74,0.74,OTC
TXN000093,2025-07-03,PH006,Borivali Apollo Pharmacy,Borivali,Salobet Ointment,Dermatological,5,5.73,28.65,OTC
TXN000094,2025-07-03,PH007,Thane City Chemist,Thane,Thyrox 150 Tablet,Hormonal,1,1.89,1.89,Rx
TXN000095,2025-07-03,PH011,Kurla MedPlus,Kurla,Vildact 50mg Tablet,Antidiabetic,4,11.41,45.64,Rx
TXN000096,2025-07-03,PH006,Borivali Apollo Pharmacy,Borivali,Zoryl-M 2 Tablet PR,Antidiabetic,1,14.66,14.66,Rx
TXN000097,2025-07-03,PH005,Chembur MedPlus,Chembur,Keygraf 1 Capsule,Dermatological,2,41.17,82.34,OTC
TXN000098,2025-07-03,PH002,Bandra Apollo Pharmacy,Bandra,Amaryl 3mg Tablet,Antidiabetic,1,13.96,13.96,Rx
TXN000099,2025-07-03,PH011,Kurla MedPlus,Kurla,Thyrocloud 75 Tablet,Hormonal,3,1.41,4.23,Rx
TXN000100,2025-07-04,PH007,Thane City Chemist,Thane,Supraz 40mg Injection,Gastrointestinal,5,140.27,701.35,Rx
TXN000101,2025-07-04,PH011,Kurla MedPlus,Kurla,Trinurosol HP 1000mg Injection,Supplement,5,10.71,53.55,Rx
TXN000102,2025-07-04,PH004,Powai MedPlus,Powai,Hibone-D Oral Drops,Supplement,4,3.23,12.92,OTC
TXN000103,2025-07-04,PH011,Kurla MedPlus,Kurla,Thyrolix 100mcg Tablet,Hormonal,1,1.29,1.29,Rx
TXN000104,2025-07-04,PH004,Powai MedPlus,Powai,Seglin NT 75mg/10mg Tablet,Neurological,2,18.4,36.8,Rx
TXN000105,2025-07-04,PH006,Borivali Apollo Pharmacy,Borivali,Magnakof-LS Syrup,Respiratory,3,1.18,3.54,OTC
TXN000106,2025-07-04,PH012,Worli Generic Aid,Worli,Livozy 10mg Tablet,Antihistamine,1,5.97,5.97,OTC
TXN000107,2025-07-04,PH006,Borivali Apollo Pharmacy,Borivali,Thyrid 50mcg Tablet,Hormonal,3,1.09,3.27,Rx
TXN000108,2025-07-04,PH001,Andheri MedPlus,Andheri,Duolin Forte Inhaler,Respiratory,4,1.93,7.72,OTC
TXN000109,2025-07-04,PH001,Andheri MedPlus,Andheri,Kezol Lotion,Dermatological,4,1.96,7.84,OTC
TXN000110,2025-07-04,PH002,Bandra Apollo Pharmacy,Bandra,Fenace 125mg Oral Suspension,Analgesic,3,0.62,1.86,OTC
TXN000111,2025-07-04,PH007,Thane City Chemist,Thane,Aglocin 500mg Tablet,Antibiotic,5,3.85,19.25,Rx
TXN000112,2025-07-04,PH009,Malad City Chemist,Malad,Cefixwell OF Dry Syrup,Antibiotic,4,2.93,11.72,Rx
TXN000113,2025-07-04,PH011,Kurla MedPlus,Kurla,Rupant 40mg Injection,Gastrointestinal,1,44.48,44.48,Rx
TXN000114,2025-07-04,PH006,Borivali Apollo Pharmacy,Borivali,Fenexia 120mg Tablet,Antihistamine,3,10.29,30.87,OTC
TXN000115,2025-07-04,PH012,Worli Generic Aid,Worli,Dartmet 1gm Tablet SR,Antidiabetic,2,3.67,7.34,Rx
TXN000116,2025-07-04,PH005,Chembur MedPlus,Chembur,Nozee Tablet,Antihistamine,1,3.27,3.27,OTC
TXN000117,2025-07-04,PH001,Andheri MedPlus,Andheri,Freemol 100mg/325mg Tablet,Analgesic,3,5.38,16.14,OTC
TXN000118,2025-07-04,PH010,Vile Parle Generic Aid,Vile Parle,Omeflox Eye Drop,Antibiotic,2,10.1,20.2,Rx
TXN000119,2025-07-04,PH001,Andheri MedPlus,Andheri,Thyrox 12.5 Tablet,Hormonal,5,1.8,9.0,Rx
TXN000120,2025-07-04,PH011,Kurla MedPlus,Kurla,Monovate Lotion,Dermatological,1,1.39,1.39,OTC
TXN000121,2025-07-04,PH004,Powai MedPlus,Powai,Thyroup 175mcg Tablet,Hormonal,1,1.22,1.22,Rx
TXN000122,2025-07-04,PH011,Kurla MedPlus,Kurla,Sanzone 1000mg Injection,Antibiotic,1,46.64,46.64,Rx
TXN000123,2025-07-04,PH012,Worli Generic Aid,Worli,Amocrin-CV Dry Syrup,Antibiotic,1,2.07,2.07,Rx
TXN000124,2025-07-04,PH002,Bandra Apollo Pharmacy,Bandra,Clonate Lotion,Dermatological,1,7.27,7.27,OTC
TXN000125,2025-07-04,PH010,Vile Parle Generic Aid,Vile Parle,Kvmox 250 Capsule,Antibiotic,1,3.79,3.79,Rx
TXN000126,2025-07-04,PH007,Thane City Chemist,Thane,Formonide 400 Novocart,Respiratory,5,5.26,26.3,OTC
TXN000127,2025-07-04,PH011,Kurla MedPlus,Kurla,L-Thyro 25 Tablet,Hormonal,3,1.13,3.39,Rx
TXN000128,2025-07-04,PH003,Dadar MedPlus,Dadar,Auglex 500mg/125mg Tablet,Antibiotic,1,19.24,19.24,Rx
TXN000129,2025-07-04,PH012,Worli Generic Aid,Worli,Monteshot L 5mg/10mg Tablet,Antihistamine,2,11.59,23.18,OTC
TXN000130,2025-07-04,PH005,Chembur MedPlus,Chembur,Debiliptin M 500mg/20mg Tablet SR,Antidiabetic,2,12.83,25.66,Rx
TXN000131,2025-07-04,PH008,Goregaon Apollo Pharmacy,Goregaon,Salbuton 4 Tablet,Respiratory,1,4.04,4.04,OTC
TXN000132,2025-07-04,PH002,Bandra Apollo Pharmacy,Bandra,Kufstil Syrup,Respiratory,1,0.9,0.9,OTC
TXN000133,2025-07-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Glimbell M 1mg/500mg Tablet SR,Antidiabetic,5,4.17,20.85,Rx
TXN000134,2025-07-05,PH007,Thane City Chemist,Thane,Respire Syrup,Respiratory,3,0.91,2.73,OTC
TXN000135,2025-07-05,PH011,Kurla MedPlus,Kurla,Dyferol 100mg Injection,Supplement,2,241.36,482.72,Rx
TXN000136,2025-07-05,PH006,Borivali Apollo Pharmacy,Borivali,Dartmet-G1 Forte Tablet SR,Antidiabetic,3,6.83,20.49,Rx
TXN000137,2025-07-05,PH003,Dadar MedPlus,Dadar,Betsalic Lotion,Dermatological,4,2.44,9.76,OTC
TXN000138,2025-07-05,PH002,Bandra Apollo Pharmacy,Bandra,Glimbell M 1mg/500mg Tablet SR,Antidiabetic,5,4.41,22.05,Rx
TXN000139,2025-07-05,PH001,Andheri MedPlus,Andheri,Lodens 20mg Tablet,Cardiovascular,1,7.77,7.77,Rx
TXN000140,2025-07-05,PH007,Thane City Chemist,Thane,Acrostatin 10mg Tablet,Cardiovascular,1,4.65,4.65,Rx
TXN000141,2025-07-05,PH001,Andheri MedPlus,Andheri,Triobimet 2 Tablet ER,Antidiabetic,1,17.52,17.52,Rx
TXN000142,2025-07-05,PH005,Chembur MedPlus,Chembur,Montigrace-L Tablet,Antihistamine,4,11.16,44.64,OTC
TXN000143,2025-07-05,PH008,Goregaon Apollo Pharmacy,Goregaon,NAC SR 150 Tablet,Analgesic,4,5.87,23.48,OTC
TXN000144,2025-07-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Cetnix MT Tablet,Antihistamine,3,9.05,27.15,OTC
TXN000145,2025-07-05,PH010,Vile Parle Generic Aid,Vile Parle,Nashpro Tablet,Gastrointestinal,3,6.0,18.0,OTC
TXN000146,2025-07-05,PH003,Dadar MedPlus,Dadar,Flozone 6mcg/250mcg Inhaler,Respiratory,2,3.74,7.48,OTC
TXN000147,2025-07-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Ofloxemm-OZ Tablet,Antibiotic,4,7.97,31.88,Rx
TXN000148,2025-07-05,PH003,Dadar MedPlus,Dadar,Aknerv-G Tablet,Neurological,4,11.71,46.84,Rx
TXN000149,2025-07-05,PH007,Thane City Chemist,Thane,Citlense-M Oral Suspension,Antihistamine,4,1.15,4.6,OTC
TXN000150,2025-07-05,PH010,Vile Parle Generic Aid,Vile Parle,Nishkuf-LS Syrup,Respiratory,5,0.81,4.05,OTC
TXN000151,2025-07-05,PH002,Bandra Apollo Pharmacy,Bandra,Rappin 20mg Tablet,Gastrointestinal,2,6.81,13.62,OTC
TXN000152,2025-07-05,PH012,Worli Generic Aid,Worli,Triobimet 2 Tablet ER,Antidiabetic,1,20.17,20.17,Rx
TXN000153,2025-07-05,PH002,Bandra Apollo Pharmacy,Bandra,Opimol 250 Oral Suspension,Analgesic,4,0.66,2.64,OTC
TXN000154,2025-07-05,PH002,Bandra Apollo Pharmacy,Bandra,Aspo 75 Tablet,Analgesic,4,0.67,2.68,OTC
TXN000155,2025-07-05,PH010,Vile Parle Generic Aid,Vile Parle,Folifred Tablet,Supplement,4,1.5,6.0,OTC
TXN000156,2025-07-05,PH005,Chembur MedPlus,Chembur,CV 60K Softgel Capsule,Supplement,2,25.32,50.64,OTC
TXN000157,2025-07-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Fenprost G 200mg/20mg Capsule SR,Analgesic,2,7.8,15.6,OTC
TXN000158,2025-07-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Ticocef S 250mg/125mg Injection,Antibiotic,4,46.55,186.2,Rx
TXN000159,2025-07-05,PH011,Kurla MedPlus,Kurla,Kufstil Syrup,Respiratory,3,0.83,2.49,OTC
TXN000160,2025-07-05,PH001,Andheri MedPlus,Andheri,Mobicure MR 100mg/325mg/250mg Tablet,Analgesic,5,17.47,87.35,OTC
TXN000161,2025-07-05,PH011,Kurla MedPlus,Kurla,Telsaan 20mg Tablet,Cardiovascular,4,3.97,15.88,Rx
TXN000162,2025-07-05,PH005,Chembur MedPlus,Chembur,Nexim 200mg Tablet DT,Antibiotic,1,16.58,16.58,Rx
TXN000163,2025-07-05,PH012,Worli Generic Aid,Worli,Atodin 20mg Tablet,Cardiovascular,5,5.7,28.5,Rx
TXN000164,2025-07-05,PH007,Thane City Chemist,Thane,Thyroban 50mcg Tablet,Hormonal,5,1.05,5.25,Rx
TXN000165,2025-07-05,PH001,Andheri MedPlus,Andheri,StayHappi Fluoxetine 20mg Capsule,Neurological,4,0.95,3.8,Rx
TXN000166,2025-07-05,PH012,Worli Generic Aid,Worli,Dyferol 100mg Injection,Supplement,3,250.85,752.55,Rx
TXN000167,2025-07-05,PH008,Goregaon Apollo Pharmacy,Goregaon,Latilin 10mg Tablet,Neurological,1,1.4,1.4,Rx
TXN000168,2025-07-06,PH007,Thane City Chemist,Thane,Ossum 20mg Capsule,Gastrointestinal,3,4.78,14.34,OTC
TXN000169,2025-07-06,PH012,Worli Generic Aid,Worli,Betsalic Lotion,Dermatological,2,2.61,5.22,OTC
TXN000170,2025-07-06,PH002,Bandra Apollo Pharmacy,Bandra,Aknerv-G Tablet,Neurological,2,12.51,25.02,Rx
TXN000171,2025-07-06,PH004,Powai MedPlus,Powai,Rapinac 25mg Injection,Analgesic,5,5.74,28.7,Rx
TXN000172,2025-07-06,PH007,Thane City Chemist,Thane,Levobrex Kid Syrup,Respiratory,1,1.09,1.09,OTC
TXN000173,2025-07-06,PH008,Goregaon Apollo Pharmacy,Goregaon,Sanzone 1000mg Injection,Antibiotic,3,50.27,150.81,Rx
TXN000174,2025-07-06,PH010,Vile Parle Generic Aid,Vile Parle,Eminaz 0.25mg Tablet,Neurological,5,2.03,10.15,Rx
TXN000175,2025-07-06,PH006,Borivali Apollo Pharmacy,Borivali,Acrostatin 10mg Tablet,Cardiovascular,4,4.31,17.24,Rx
TXN000176,2025-07-06,PH011,Kurla MedPlus,Kurla,Pioplus 2 Tablet SR,Antidiabetic,1,6.45,6.45,Rx
TXN000177,2025-07-06,PH007,Thane City Chemist,Thane,Fliclo-S Tablet,Analgesic,5,5.29,26.45,OTC
TXN000178,2025-07-06,PH011,Kurla MedPlus,Kurla,Cheston LS Syrup Sugar Free,Respiratory,4,1.0,4.0,OTC
TXN000179,2025-07-06,PH002,Bandra Apollo Pharmacy,Bandra,Hartek 5 Tablet,Cardiovascular,4,18.39,73.56,Rx
TXN000180,2025-07-06,PH009,Malad City Chemist,Malad,Momocort 0.1% Cream,Dermatological,2,4.63,9.26,OTC
TXN000181,2025-07-06,PH006,Borivali Apollo Pharmacy,Borivali,Fusy CV 500mg/125mg Tablet,Antibiotic,3,77.08,231.24,Rx
TXN000182,2025-07-06,PH008,Goregaon Apollo Pharmacy,Goregaon,Ferixym 500mg Injection,Supplement,4,1817.48,7269.92,Rx
TXN000183,2025-07-06,PH005,Chembur MedPlus,Chembur,Cheston LS Syrup Sugar Free,Respiratory,4,1.01,4.04,OTC
TXN000184,2025-07-06,PH004,Powai MedPlus,Powai,Alerdain 5mg Tablet,Antihistamine,2,4.32,8.64,OTC
TXN000185,2025-07-06,PH009,Malad City Chemist,Malad,Aceford SP 100mg/325mg/15mg Tablet,Analgesic,5,8.97,44.85,OTC
TXN000186,2025-07-06,PH007,Thane City Chemist,Thane,Salbuton 4 Tablet,Respiratory,1,4.17,4.17,OTC
TXN000187,2025-07-06,PH004,Powai MedPlus,Powai,Glimesoft M1 1mg/500mg Tablet,Antidiabetic,5,4.36,21.8,Rx
TXN000188,2025-07-06,PH012,Worli Generic Aid,Worli,Telsaan 20mg Tablet,Cardiovascular,4,3.68,14.72,Rx
TXN000189,2025-07-06,PH002,Bandra Apollo Pharmacy,Bandra,Ibinide 200 Nexcap,Respiratory,5,5.86,29.3,OTC
TXN000190,2025-07-06,PH012,Worli Generic Aid,Worli,Lostan 50 Tablet,Cardiovascular,4,4.37,17.48,Rx
TXN000191,2025-07-06,PH008,Goregaon Apollo Pharmacy,Goregaon,Azibey 500mg Tablet,Antibiotic,5,17.75,88.75,Rx
TXN000192,2025-07-06,PH011,Kurla MedPlus,Kurla,Tripanta D 30mg/40mg Capsule SR,Gastrointestinal,3,8.59,25.77,OTC
TXN000193,2025-07-06,PH012,Worli Generic Aid,Worli,Medocet 5mg Tablet,Antihistamine,5,4.29,21.45,OTC
TXN000194,2025-07-06,PH003,Dadar MedPlus,Dadar,Parapet 50mg/500mg Tablet,Analgesic,2,1.87,3.74,OTC
TXN000195,2025-07-06,PH004,Powai MedPlus,Powai,Freemol 100mg/325mg Tablet,Analgesic,2,4.99,9.98,OTC
TXN000196,2025-07-06,PH012,Worli Generic Aid,Worli,Thyrosoft 50mcg Tablet,Hormonal,4,1.04,4.16,Rx
TXN000197,2025-07-06,PH004,Powai MedPlus,Powai,Gabagest NT 400mg/10mg Tablet,Neurological,5,19.74,98.7,Rx
TXN000198,2025-07-06,PH007,Thane City Chemist,Thane,Papol T 325mg/37.5mg Tablet,Analgesic,4,6.89,27.56,OTC
TXN000199,2025-07-07,PH009,Malad City Chemist,Malad,Nishkuf-LS Syrup,Respiratory,1,0.73,0.73,OTC
TXN000200,2025-07-07,PH005,Chembur MedPlus,Chembur,Nexito LS Tablet,Neurological,2,15.98,31.96,Rx
TXN000201,2025-07-07,PH009,Malad City Chemist,Malad,Monovate Lotion,Dermatological,3,1.33,3.99,OTC
TXN000202,2025-07-07,PH008,Goregaon Apollo Pharmacy,Goregaon,FEE Oral Drops,Analgesic,1,1.3,1.3,OTC
